Name,Temperature,Carbon,Water,Rhodium,Iron,Atmosphere Color,Moons,Habitable
HR 1417s,286472,High,High,High,Medium,Red,6,0
Ross 2602r,312615,Low,Low,Low,Low,Yellow,6,1
Ross 9442g,280107,Low,High,High,Low,Yellow,0,0
KELT-4319f,318191,High,Medium,High,Medium,Yellow,6,0
WASP-8331y,315603,High,High,High,High,Yellow,2,0
TRAPPIST-5372l,295283,Low,Low,Low,Medium,Yellow,1,1
K2-4749j,314519,Low,High,Low,Low,Yellow,5,1
HD 4638y,274243,Low,Low,Low,Low,Yellow,5,1
Ross 3924i,289121,High,High,Low,High,Red,6,0
LHS 2954j,277875,High,Low,Medium,High,Blue,7,0
HR 6698n,318450,Low,Medium,High,High,Red,8,0
HD 4438q,329382,Low,Low,Low,Low,Yellow,8,1
KELT-96i,309496,Low,Low,Low,Low,Yellow,4,1
KELT-8044d,305069,Medium,High,High,Low,Blue,4,0
TRAPPIST-8292g,309402,Low,Medium,Low,High,Yellow,7,1
Gliese 1946q,311834,Low,Low,Low,Low,Yellow,5,1
Ross 4002e,332628,Low,Low,High,Low,Yellow,8,1
HD 2681n,276335,High,Low,High,High,Yellow,2,0
Kepler-7165l,282331,High,Medium,Medium,High,Blue,0,0
WASP-7232y,317953,Medium,Low,High,Low,Yellow,4,1
Ross 6289z,293476,High,High,High,High,Yellow,5,0
KELT-9180a,285517,High,Low,Low,Low,Blue,3,0
LHS 8090v,310188,Low,High,High,Medium,Yellow,8,1
LHS 922b,311599,Low,High,High,High,Red,1,0
Gliese 255t,323897,High,High,Low,High,Red,7,0
WASP-8923y,317131,Low,High,Low,Low,Yellow,4,1
Gliese 3645l,301420,High,High,High,Medium,Red,1,0
HD 548p,326341,Low,Low,High,Medium,,4,1
HD 2104n,313934,High,High,Medium,Medium,Blue,6,0
Ross 9044d,337691,Low,Low,Low,High,,4,1
Ross 8305l,315603,Low,Low,Low,Low,Red,5,1
HD 5169e,279355,Low,High,High,High,Red,4,0
Gliese 8827y,294231,High,High,Medium,Low,Red,7,0
HD 5459r,317652,Low,Low,Low,Low,Yellow,6,1
K2-6339n,280512,High,High,High,High,Blue,1,0
Ross 3805v,298583,High,Medium,High,Medium,Red,3,0
HD 1362w,292072,High,Medium,High,Medium,Blue,1,0
TRAPPIST-7553t,316520,Low,High,High,High,Red,4,0
HD 8461r,272808,High,High,High,High,Yellow,4,0
K2-6539t,266179,High,Medium,High,High,Red,4,0
K2-411k,320018,Low,Low,Low,Low,Yellow,5,1
TRAPPIST-4474e,328803,Medium,Medium,Low,Low,Yellow,8,1
WASP-548s,308157,High,High,High,Low,Red,6,0
K2-9861f,310133,Low,Medium,Medium,Low,Yellow,7,1
TRAPPIST-4454b,293510,High,High,Medium,High,Red,4,0
LHS 5072e,297245,Low,Low,Low,High,Red,6,0
TRAPPIST-1501c,309564,Low,Low,Medium,Low,Yellow,5,1
TRAPPIST-9159f,268655,High,High,High,High,Yellow,6,0
Gliese 7972r,330592,Low,Low,Low,Low,Yellow,4,1
Gliese 552p,265165,High,High,Medium,High,Blue,7,0
HR 2571j,315459,High,High,High,Medium,Red,5,0
Gliese 4500c,310598,High,High,Low,Low,Blue,1,0
KELT-27u,306669,Low,High,Medium,High,Red,8,0
WASP-5741v,338191,Medium,Low,High,Low,Yellow,7,1
HD 2293f,304557,Low,Low,Low,Low,,8,1
KELT-8488i,270927,High,High,Low,High,Red,0,0
LHS 4792a,303766,Low,Low,Low,Low,Yellow,6,1
Gliese 7521g,316428,High,High,High,Medium,Red,3,0
TRAPPIST-6944w,306099,Low,Low,Low,Low,Yellow,3,1
WASP-6623c,315744,High,High,Low,Medium,Yellow,1,1
Gliese 8527n,303210,Medium,Low,Low,High,Yellow,5,1
K2-1709y,266415,High,Low,High,Medium,Red,8,0
K2-1167k,270565,High,High,High,Medium,Yellow,5,1
Kepler-4011o,334288,Low,Low,Low,Medium,Yellow,5,1
TRAPPIST-3616b,297481,High,Low,High,High,Blue,2,0
LHS 6429b,299659,High,High,Low,Low,Yellow,2,1
HD 134d,318921,Low,Low,Low,Medium,Yellow,8,1
Kepler-964j,309945,Medium,Low,Low,Low,Yellow,7,1
Kepler-2743q,332024,Low,High,Low,Low,Blue,8,1
K2-867w,339140,Low,Low,Low,Low,Yellow,8,1
HR 2209d,265619,Medium,High,Medium,High,Red,8,0
HR 3456n,278128,Low,High,High,High,Blue,7,0
K2-85c,302582,High,High,High,High,Blue,4,0
HR 5748d,324766,Medium,Low,Low,Low,Yellow,5,1
HD 4719n,268440,Low,High,High,High,Red,0,0
K2-8071c,335672,Low,Medium,Medium,Low,Yellow,1,1
TRAPPIST-3078o,307893,Low,High,High,Low,,3,1
Kepler-9578q,312717,High,Low,Low,Low,Red,5,1
K2-4775k,318910,High,Medium,Medium,High,Red,6,0
TRAPPIST-3003q,323997,Low,Low,Low,Low,Yellow,4,1
HR 5501s,286212,Low,Medium,High,High,Blue,7,0
K2-1018w,278516,High,Medium,High,High,Red,0,0
WASP-3952z,319588,High,Low,Low,High,Blue,5,1
Ross 7719r,331926,Low,Low,Low,Low,Yellow,6,1
WASP-4617a,303477,High,Low,Low,Medium,Yellow,8,1
KELT-2935i,308068,Medium,High,Medium,High,Yellow,2,0
Kepler-4036w,294421,High,High,Low,High,Red,0,0
HR 5026l,302726,Low,Low,Low,Low,,4,1
HR 1378e,334164,Low,Low,Low,Low,Yellow,5,1
Ross 8149s,292619,High,High,High,High,Red,1,0
Gliese 2719z,276504,High,Medium,Medium,Low,Blue,6,1
Kepler-4926b,268832,High,High,Medium,High,Blue,6,0
HD 7250w,314576,Low,Low,Low,High,Yellow,6,1
Gliese 9878f,304492,Low,Low,Low,Low,Yellow,8,1
HD 771t,300774,Medium,High,High,High,Red,6,0
K2-8289k,323677,Low,Low,Medium,High,Yellow,7,1
Ross 1464y,302040,High,Low,Medium,High,Red,7,0
HD 6273h,320680,Low,High,Low,Low,Yellow,4,1
TRAPPIST-5364q,318771,Low,Low,Low,High,Yellow,7,1
TRAPPIST-118a,325791,Low,Low,Low,Low,Yellow,3,1
WASP-2478d,288612,Medium,High,Medium,Low,Yellow,4,0
Kepler-6154u,316282,High,High,High,Low,Red,7,0
Ross 4529h,284376,Low,High,High,High,Red,6,0
WASP-8087e,317861,Low,High,Medium,Medium,Red,3,0
TRAPPIST-7905g,329899,Medium,Low,High,Medium,Yellow,8,1
Gliese 7033f,309646,Low,High,High,Medium,Yellow,4,1
K2-4533b,338708,Low,High,Medium,Low,Yellow,5,1
HD 3628i,336402,Low,High,High,Low,Yellow,2,1
WASP-8939l,328793,Low,High,Low,Low,Yellow,4,1
TRAPPIST-4431c,303092,Low,Low,Low,Low,Blue,7,1
Gliese 749f,298587,High,Low,High,Low,Yellow,2,0
K2-2597r,314578,Low,High,Low,Low,Yellow,2,1
LHS 9317g,302871,Low,Low,Medium,High,Red,1,0
WASP-5022a,276564,Low,Low,Low,Low,Yellow,0,1
LHS 702u,270841,Medium,Low,High,High,Red,6,0
Ross 6752q,265272,Medium,Low,Low,Low,Yellow,6,1
HD 8461k,321175,Low,Low,Low,Low,Yellow,1,1
HR 7469h,317746,Low,Low,Medium,Low,,7,1
KELT-5897z,326677,Low,High,Low,Medium,Blue,2,1
KELT-3201u,339298,Low,Low,Medium,Low,Yellow,0,1
Ross 964b,303302,High,Low,Low,Low,Yellow,5,1
TRAPPIST-8914n,310833,Low,High,Low,Medium,Yellow,8,1
LHS 7673u,311527,Medium,Medium,High,Low,Yellow,7,0
HD 3049m,283288,Medium,Low,High,Medium,Yellow,7,1
Gliese 558e,331595,Low,High,Low,Low,Yellow,5,1
Gliese 8072g,337393,Low,Low,Low,Medium,Yellow,6,1
WASP-1500n,293430,Low,Low,High,Low,Yellow,8,1
Gliese 3980n,324227,High,High,Medium,High,Blue,4,0
HR 4650i,314168,Medium,Low,Low,High,Yellow,4,1
Kepler-3317k,272753,High,Medium,High,Low,Red,4,0
Gliese 551l,319141,Low,Low,Low,Low,Blue,2,1
LHS 5262t,313259,Medium,Low,High,Low,Yellow,8,1
Kepler-9386x,317633,High,Low,Medium,Low,Yellow,5,1
KELT-7977b,308406,Medium,High,High,Medium,Red,1,0
Ross 9244s,336711,Low,High,Low,Low,Yellow,6,1
HR 4031e,314968,Low,Medium,Low,Medium,Yellow,5,1
TRAPPIST-7839a,295642,High,Low,High,High,Red,4,0
WASP-4472z,311323,Medium,Low,Low,Low,Yellow,0,1
LHS 3626i,333751,High,High,High,Low,Yellow,2,0
HR 1515v,306086,High,Low,Low,Low,,7,1
KELT-3606a,326958,Low,Low,Low,High,Yellow,7,1
Ross 3384u,289247,Low,Medium,Medium,Low,Yellow,4,1
WASP-4438a,321959,Low,Medium,Low,Low,Blue,7,1
TRAPPIST-9798i,318906,High,High,High,Low,Red,6,0
KELT-2516p,266823,High,High,High,High,Yellow,2,0
WASP-33w,339154,Low,Low,Low,Low,Red,4,1
HR 9339c,316579,Low,Low,Low,Medium,Yellow,4,1
KELT-418e,300498,High,Low,High,High,Blue,3,0
K2-7874x,318791,Low,Low,Low,Low,Red,3,1
WASP-3157m,329077,Low,High,Low,Medium,Yellow,1,1
Ross 3606p,338272,Low,Low,Low,Low,Yellow,6,1
Kepler-7945f,299178,High,Medium,High,High,Red,2,0
TRAPPIST-9559a,327933,Low,Low,Low,Low,Yellow,7,1
HD 9455f,296349,Low,High,Low,Low,Red,2,1
Gliese 7282u,314347,Medium,Low,Low,Low,Yellow,6,1
Kepler-4439w,335354,High,Medium,Low,Medium,Blue,5,0
Kepler-7027u,326212,High,High,Low,Low,Red,0,1
Gliese 6188e,270186,High,High,High,High,Blue,3,0
WASP-4951n,315638,Low,Low,High,Low,Yellow,0,1
Kepler-899p,329562,Low,High,Low,Low,Yellow,5,1
Ross 3762l,310062,High,High,High,High,Red,1,0
LHS 2116y,316993,Low,Low,Low,Low,Yellow,1,1
Ross 606h,335997,Low,Low,Medium,Medium,Yellow,4,1
TRAPPIST-9124h,336694,Low,Low,High,Low,Yellow,6,1
TRAPPIST-7557u,307054,High,High,High,High,Red,5,0
Ross 9853e,312603,Low,Low,Low,Low,Yellow,7,1
Gliese 7970u,327246,Low,Low,Medium,Low,Yellow,4,1
HD 6332y,308707,Low,High,Low,Low,Yellow,3,1
KELT-7751o,298670,Medium,Medium,Medium,Medium,Yellow,6,1
WASP-9795z,320544,Medium,High,High,High,Red,2,0
HR 2300p,333273,Medium,Low,Medium,Low,Yellow,6,1
HD 2015c,286743,High,High,High,High,Yellow,6,0
LHS 8231y,304580,Medium,High,High,Low,Red,6,0
LHS 5436t,314141,High,High,High,Low,Red,4,1
WASP-1954h,266013,High,High,High,High,Blue,5,0
Kepler-8872v,327460,High,Low,High,Low,Yellow,6,0
WASP-3222c,316117,Low,Low,Low,Low,Blue,7,1
Ross 1520k,312931,High,Low,High,Low,Yellow,7,1
HR 1698e,269683,Low,High,High,Medium,Red,2,0
LHS 3156d,302995,Low,Low,High,Low,Yellow,4,1
HR 5671x,337244,Low,Low,Low,Low,Yellow,1,1
WASP-5807u,306790,High,High,Medium,Medium,Yellow,0,0
K2-2120x,314585,High,Medium,Low,Low,,4,1
HD 4525u,293074,High,High,High,High,Yellow,2,0
HD 2440l,313112,High,Medium,High,High,Yellow,2,0
Gliese 3318b,323372,Low,Low,Medium,Low,Red,4,1
LHS 1149k,330157,Low,Low,Medium,Low,Yellow,5,1
Gliese 3745i,275227,High,Low,Medium,High,Blue,6,0
WASP-9029u,284617,Low,Medium,High,High,Red,6,0
HD 710x,292590,High,High,High,High,Yellow,0,0
LHS 2994t,307135,High,High,Medium,Low,Yellow,7,0
HD 1957v,334713,Low,High,Low,Low,Yellow,3,1
Kepler-7123e,286610,High,High,High,Low,Red,3,0
Gliese 8374d,301145,High,Low,Low,Low,Yellow,4,1
Ross 49d,301619,Low,High,Low,Low,Yellow,2,1
HR 4274x,297873,Low,Low,Medium,Low,Yellow,3,1
Gliese 354z,293787,High,Medium,High,Low,Red,2,0
K2-5230v,276907,High,Medium,High,High,Red,3,0
Gliese 3425k,309224,Medium,High,Low,Low,Red,4,1
Ross 3112a,327144,Low,High,Low,Low,Blue,5,1
Kepler-6234r,323789,Low,High,Low,Low,Yellow,4,1
Ross 4986h,297134,Medium,High,High,High,Red,4,0
LHS 1649v,295421,Low,Low,Low,High,Yellow,5,0
HR 7455b,335065,High,Low,High,High,Red,6,0
Ross 5765p,302235,Medium,Low,Medium,High,Yellow,4,1
LHS 8728h,315791,Low,Medium,High,Medium,Red,1,0
HR 3521a,314261,Low,Medium,Low,Low,Yellow,8,1
LHS 5568t,280790,Low,High,High,High,Yellow,8,0
TRAPPIST-8590i,319917,Medium,Low,Low,High,Yellow,5,1
K2-2702h,303829,Medium,High,High,Medium,Red,4,0
LHS 7976f,280778,Medium,High,High,High,Red,1,0
Ross 5319v,271992,High,Low,High,High,Blue,6,0
Gliese 6382w,311282,Low,Low,Low,Medium,Yellow,4,1
WASP-4981z,335102,Low,Low,Low,Low,Yellow,4,1
WASP-7248k,295062,High,Low,High,High,Blue,3,0
Kepler-5544x,320239,Medium,High,High,Low,Red,0,0
Kepler-1906d,338910,Low,Medium,Medium,High,Yellow,4,1
TRAPPIST-8881x,309714,Low,High,Low,High,Yellow,3,0
Gliese 7412h,317247,Low,Medium,Medium,Low,Yellow,5,1
K2-4990r,317087,Low,Medium,Low,Low,Yellow,8,1
Gliese 997x,300531,High,Low,Medium,High,Blue,2,0
Ross 6950n,279858,Medium,Medium,Low,Low,Yellow,4,1
K2-5774r,333535,Low,Medium,Low,Low,Blue,4,1
KELT-4489t,316838,High,High,Medium,High,Red,6,0
Gliese 9342l,304615,Low,Medium,Low,High,Yellow,7,1
Gliese 4433m,302850,High,High,Medium,High,Red,6,0
TRAPPIST-8083w,307930,High,Low,High,Low,Yellow,4,1
K2-4795z,315573,Low,High,Medium,Low,Yellow,5,1
K2-132e,315543,High,Medium,High,Low,,5,1
HD 7980n,337764,High,High,High,Medium,Red,1,0
K2-9893p,276609,High,High,High,Low,Red,4,0
LHS 4581t,313746,High,Low,Low,Low,,5,1
KELT-620v,295686,High,High,High,High,Blue,2,0
K2-9092z,310608,Medium,Low,High,Low,Red,4,0
HD 7594y,336072,Low,Low,Low,Medium,Yellow,6,1
KELT-8651i,286208,Low,Low,Low,Low,Yellow,4,1
Ross 6882a,298784,High,Low,High,Medium,,4,0
KELT-2418n,321417,Medium,Low,Low,Low,Yellow,6,1
K2-4243e,273875,High,Medium,Low,High,Yellow,5,0
K2-1362q,281481,High,High,High,Medium,Blue,8,0
Gliese 8048j,274466,High,Low,Medium,High,Red,5,0
TRAPPIST-773j,331669,Low,Low,Low,High,Yellow,6,1
KELT-8309s,335200,High,Medium,High,High,Red,4,0
HR 5345w,321689,Low,Medium,High,Low,Yellow,8,1
KELT-202n,304845,Low,High,Low,High,Red,2,0
LHS 3280v,313560,Low,Low,High,Low,Red,7,1
WASP-6877a,334299,Low,Medium,Low,Low,Yellow,5,1
HR 3737h,326532,Low,Low,Medium,Low,Yellow,6,1
LHS 116i,315268,High,High,High,High,Yellow,6,0
TRAPPIST-5608o,313076,Low,High,High,Low,Yellow,8,1
K2-4776k,318453,High,Low,Medium,Low,Red,0,0
Ross 5034f,322643,Low,High,Low,High,Red,8,1
WASP-7628h,277928,High,High,High,High,Blue,5,0
WASP-7389z,298198,High,Low,Medium,High,Red,3,0
HR 6123r,310981,Medium,Low,Low,Low,Yellow,4,1
Ross 5159z,293970,High,High,Medium,High,,1,0
Kepler-5753z,312668,High,Medium,High,Medium,Red,2,0
TRAPPIST-8499t,285800,Low,High,High,High,Red,6,0
Ross 9886j,292049,Low,Medium,Low,Low,Yellow,7,1
WASP-6040x,293556,High,High,High,High,Red,7,0
TRAPPIST-8088j,278982,High,Medium,Low,High,Blue,3,0
Gliese 4644e,302444,Low,Low,High,High,Yellow,7,1
KELT-8555h,308921,Medium,High,High,Low,Yellow,5,0
Kepler-5936x,319086,High,Low,Low,Medium,Blue,6,1
TRAPPIST-7399s,304155,Medium,Low,Medium,Medium,,3,0
Ross 8459o,278384,Medium,Low,High,High,,3,0
LHS 1045o,310130,High,Low,Medium,Medium,,5,0
HR 1604k,318550,Medium,Low,Low,Low,Red,6,1
LHS 3863t,277219,Medium,Low,Low,Low,Blue,4,1
HR 4228u,337429,Low,High,Medium,Low,Yellow,8,1
KELT-1350g,332109,Low,High,Low,Medium,,4,1
WASP-7608s,305980,Low,High,High,Low,Yellow,6,1
HR 5o,320634,Low,High,Low,Low,Yellow,4,1
KELT-7392n,313276,High,Medium,High,Medium,Red,4,0
Gliese 4067u,269843,Low,Medium,High,High,Blue,7,0
HD 6642s,312545,High,Medium,Medium,High,Red,2,0
HR 6647m,322416,Medium,Medium,Low,Low,Yellow,0,1
TRAPPIST-6003z,304424,Low,Low,Medium,Medium,Yellow,7,1
KELT-8317x,311439,High,High,High,High,Yellow,2,0
LHS 6511o,317223,Low,High,High,High,Yellow,8,0
HR 1256z,321812,Low,Medium,Medium,Low,Yellow,4,1
KELT-8242c,331819,Medium,Low,Low,Low,,5,1
WASP-2818m,312729,High,Medium,High,High,Red,3,0
Gliese 8877h,309533,High,Low,Medium,Medium,Yellow,7,1
Kepler-6463y,278490,High,High,High,High,Yellow,0,0
Gliese 6456r,312719,High,High,High,High,Red,4,0
Kepler-8881h,324910,High,Medium,Low,Low,Yellow,4,1
Gliese 8010m,281866,Low,Medium,Medium,High,Red,0,0
Ross 2288a,275356,High,High,High,High,Red,5,0
KELT-853c,302355,Low,High,High,High,Red,1,0
WASP-6287v,302330,High,High,Medium,Medium,Red,6,0
LHS 1714i,279239,Low,High,High,Low,Yellow,6,0
LHS 685q,269965,Medium,Medium,High,Medium,Red,0,0
KELT-4003r,299607,Low,High,High,High,Red,4,0
KELT-9274j,319264,High,High,High,High,Red,3,0
Kepler-301o,312952,Low,High,Low,High,Yellow,6,1
Gliese 3535b,270221,Low,High,High,High,Red,2,0
HD 6469g,328550,High,High,High,High,Yellow,6,0
LHS 9731a,311253,Low,High,High,Medium,Red,4,0
Ross 292p,325591,Low,Low,High,Low,Yellow,5,1
TRAPPIST-8215v,330968,High,High,High,High,Red,2,0
Gliese 8788i,268662,Low,High,High,Medium,Yellow,1,0
WASP-9791z,268441,Low,Low,Low,High,Red,8,1
HR 2720a,312670,High,Medium,Medium,High,Yellow,8,0
Kepler-3582p,281740,Low,Medium,Low,High,Red,4,0
HR 8646c,279457,High,High,Low,High,Blue,6,0
TRAPPIST-6738i,300248,Low,Low,Low,Low,Red,4,1
Gliese 7763f,286299,High,Medium,High,Medium,Red,5,0
LHS 1266y,265658,High,High,High,High,Red,8,0
HR 4609h,300274,Low,Low,Medium,Low,Yellow,5,1
KELT-6223o,314107,Low,Low,Low,Low,Yellow,6,1
TRAPPIST-355f,306789,Medium,Low,Medium,High,Yellow,4,1
Gliese 9032l,329429,Low,Low,Low,Low,Blue,6,1
Ross 7513g,283024,Low,Low,Low,High,Red,0,0
Ross 9456z,304607,Low,Low,Low,Low,Yellow,7,1
K2-2914g,281813,High,Medium,Low,High,Red,4,0
Kepler-9284w,312391,Low,Low,Low,High,Yellow,4,1
KELT-117o,334025,Low,High,High,Low,Yellow,5,1
Kepler-676a,301601,Low,Low,Medium,High,Yellow,7,1
TRAPPIST-8666g,298708,Low,Low,Medium,Low,Red,8,0
HR 6775v,309151,High,High,Medium,High,Yellow,5,1
K2-405t,269048,Low,Medium,Low,High,Yellow,6,1
HD 8887y,330350,High,Low,Low,Low,Yellow,5,1
K2-3125n,303197,High,High,Low,Low,Blue,4,1
HR 67p,315460,Medium,Low,High,High,Red,3,0
Kepler-6698n,337227,Low,Low,Low,Medium,Yellow,1,1
LHS 9453n,319408,High,High,High,High,Blue,2,0
K2-9461v,311426,High,High,Low,High,Red,0,0
WASP-5708t,308921,Low,Medium,Low,Low,Red,8,1
Gliese 8552k,336486,Medium,Low,Low,Low,Yellow,7,1
WASP-2731b,305379,Medium,Medium,High,High,Red,1,0
TRAPPIST-9386g,296980,High,High,High,Medium,Yellow,4,0
TRAPPIST-3232u,267667,Low,High,Medium,Low,Yellow,8,1
Ross 6724p,328942,Low,Low,Medium,Low,Yellow,7,1
HD 6162j,312705,High,Low,Medium,High,Red,6,0
Gliese 4944r,314951,Low,Medium,Medium,High,Blue,1,0
KELT-8436s,299964,High,High,Low,Low,Yellow,7,1
Ross 1163u,301129,Medium,High,Low,High,Yellow,7,1
HD 5634n,323959,Medium,Low,Low,Low,Yellow,4,1
K2-2864d,303588,Medium,High,High,Medium,,0,0
HR 7343t,319251,High,Low,Low,Low,Yellow,7,1
KELT-9366t,316905,Low,High,High,Low,Yellow,7,1
HD 8139a,306731,Low,High,High,High,Red,6,0
WASP-7487d,303475,Low,Low,Low,Low,Yellow,5,1
Ross 7078b,319967,Low,Low,Medium,Medium,Red,3,1
Kepler-3828r,292719,Low,Medium,Low,Low,Yellow,4,1
LHS 8025x,316007,Low,Medium,Medium,High,Red,6,0
K2-8563x,313522,Medium,High,High,High,Red,3,0
Ross 7285k,303942,High,Low,Low,Low,Red,5,1
Kepler-823e,266109,High,High,High,Medium,Red,2,0
HD 1141q,296279,High,Low,High,High,Red,5,0
Gliese 5668x,322669,Low,Low,Low,Low,Yellow,2,1
K2-8744s,290469,High,Low,Low,Low,Yellow,5,0
WASP-5286d,309369,Medium,High,Medium,Low,Red,8,0
HR 6226e,269551,High,Medium,Medium,Low,Red,4,0
HD 2019c,327826,Medium,Low,Low,Low,Yellow,8,1
LHS 7750l,311249,High,Low,High,Medium,Red,2,0
LHS 3625a,313962,High,Medium,Low,High,Red,6,0
Gliese 1501a,265892,Low,High,High,High,Red,4,0
HR 1716z,288835,High,High,High,Medium,Red,2,0
WASP-1844a,304705,Low,Low,Low,Low,Yellow,4,1
Kepler-3991j,308434,High,Low,High,High,Red,5,0
TRAPPIST-2744m,307679,Low,High,Medium,Low,Yellow,5,1
LHS 3211b,317117,High,Low,Low,Low,Blue,6,1
TRAPPIST-2713x,302972,Low,Low,Medium,Low,Red,7,1
HR 3468q,315290,Medium,High,High,High,Red,6,0
TRAPPIST-6079f,316487,Low,Low,Low,Low,Yellow,4,1
TRAPPIST-8332z,313700,Low,High,Low,Low,Yellow,5,1
TRAPPIST-3070y,308877,Medium,Low,Low,Low,Yellow,6,1
KELT-2041h,272096,High,High,High,High,Red,7,0
Gliese 5135c,336287,Low,Low,Low,Low,Red,6,1
HR 3589w,331843,Low,Low,Low,Medium,Blue,3,1
HR 2602i,267803,Low,High,High,High,Yellow,6,0
K2-3882f,310180,Medium,High,Medium,Low,Blue,4,1
K2-8739u,313344,Low,High,Low,High,Yellow,8,1
K2-4886r,299395,High,Low,High,Low,Red,8,0
HD 4771a,311448,High,Low,High,High,Red,0,0
KELT-960m,311091,Low,Low,Low,Low,Yellow,4,1
Gliese 2996k,295199,High,Medium,High,Medium,Blue,5,0
Kepler-76z,314714,High,High,Medium,Low,Red,6,0
HR 4532r,273261,High,High,High,High,Red,4,0
Kepler-8172t,290794,High,Low,High,High,Red,3,0
Ross 7530a,323233,Medium,Low,Medium,Low,Red,0,1
KELT-8764j,317284,High,Low,High,Low,Red,4,0
KELT-5846g,327960,Low,Low,Medium,Low,Yellow,8,1
HD 7880j,339213,Medium,Medium,Low,Low,Yellow,1,1
Gliese 4103o,299051,Low,Medium,High,High,Red,0,0
HR 4849k,314161,High,High,High,Low,Yellow,7,0
K2-652a,308027,High,Low,High,High,Red,2,0
Ross 6600o,334462,Low,Low,Low,High,Yellow,7,1
WASP-4216m,315038,Medium,Low,High,Low,Yellow,7,1
HD 255f,327521,Low,Low,Low,Low,Yellow,3,1
KELT-9901j,325292,High,Low,Low,Low,Yellow,6,1
K2-353d,308590,Low,Low,Medium,Low,Yellow,5,1
HD 3127u,277291,High,Low,Medium,High,Yellow,3,0
K2-94a,307941,Low,Low,Low,Medium,Yellow,6,1
K2-9854b,334227,Medium,Low,Low,Low,Blue,8,1
LHS 2828d,308977,High,Low,High,High,Red,3,0
HR 6901c,304401,High,Low,Low,Low,Red,7,1
KELT-9457w,275070,High,Low,Low,Low,Yellow,2,1
Kepler-6553q,274843,High,High,High,High,Red,1,0
WASP-873e,290707,Medium,High,High,High,Red,5,0
TRAPPIST-4462t,301414,High,High,High,High,Blue,3,0
Gliese 8420f,267794,Low,High,Low,Low,Red,2,0
HR 9801z,317530,High,Low,Low,Low,Yellow,6,1
HD 8437a,265273,High,High,High,Medium,Red,6,0
Ross 7838r,317701,High,Medium,Low,High,Yellow,7,1
HR 2779s,322734,Medium,Low,Low,High,Yellow,8,1
WASP-7819y,274711,High,Medium,High,High,Red,2,0
HD 6511z,300180,Low,High,Low,Medium,Red,6,1
HD 6396g,321206,High,High,High,High,Blue,6,0
KELT-9609s,312269,Medium,Medium,Low,Low,Red,5,1
HR 5588g,281287,High,High,High,Low,Red,7,0
Ross 6438g,282986,Medium,High,High,High,,6,0
K2-7699l,282259,High,High,High,High,Red,0,0
TRAPPIST-6260x,280658,High,Low,High,High,Blue,6,0
WASP-730j,301274,High,High,Low,High,Yellow,7,1
WASP-9519u,320716,Medium,High,High,Low,Yellow,5,1
LHS 413j,291473,Medium,High,High,Medium,Red,5,0
TRAPPIST-7768r,311562,High,Low,Low,Low,Yellow,6,1
LHS 1893d,280560,Low,High,High,High,,2,0
Gliese 9143v,327603,Medium,Medium,Medium,High,Yellow,6,1
WASP-7712c,311850,Low,High,Low,High,Yellow,6,1
WASP-7871n,307801,Low,High,High,Low,Red,8,1
HD 7630c,303552,High,Medium,Low,Medium,Red,0,0
Gliese 3083p,312422,Medium,Low,Low,Low,Yellow,4,1
K2-7130y,337885,High,Low,High,Low,Yellow,6,1
Gliese 1459i,305532,Low,Low,Low,Low,Blue,6,1
Gliese 6952p,319473,Low,High,High,High,Red,2,0
HR 5542o,319920,Medium,Low,Low,Low,Red,4,1
Ross 1321u,313457,Low,Low,Low,Low,Yellow,5,1
HD 3547c,338981,Low,Low,Low,Low,Yellow,5,1
WASP-6082q,317020,Low,Low,Medium,High,Red,4,1
KELT-6828j,312842,High,High,Low,Medium,Red,0,0
Kepler-3687t,270040,Low,High,High,High,Yellow,4,0
TRAPPIST-5234a,339764,Low,Low,Low,Low,Yellow,8,1
WASP-3319b,311972,High,Low,High,High,Red,4,0
KELT-3292b,286043,High,High,High,Medium,Red,4,0
WASP-2070o,287072,High,Medium,Medium,High,Red,6,0
Kepler-2864n,333048,Low,Medium,Medium,Low,Red,7,1
LHS 5329p,277308,Low,High,High,High,Red,5,0
TRAPPIST-4198o,302431,Medium,Low,Low,Low,Red,4,1
HR 8335s,284024,High,High,Low,High,Red,8,0
TRAPPIST-1870k,304739,Medium,Low,High,Medium,Yellow,7,1
Kepler-443d,297245,Medium,Medium,High,High,,3,0
LHS 8168d,291752,High,High,Medium,Medium,Red,0,0
HD 5764t,297070,High,High,High,High,Red,1,0
HD 6591a,318408,High,Medium,High,High,Yellow,1,0
Gliese 6320r,317772,High,High,Medium,High,Yellow,1,0
LHS 6206w,304863,High,High,Low,Low,Red,6,0
Kepler-3921g,266168,High,Medium,High,High,Red,1,0
WASP-8215f,271156,Low,Low,Low,High,Yellow,7,1
Gliese 721t,320840,High,Low,High,Low,Yellow,6,1
KELT-9191i,332968,Medium,High,Low,Low,,4,1
Gliese 3399q,265760,High,Medium,High,High,Blue,6,0
LHS 2392t,267659,Low,High,Low,Low,,6,1
LHS 6529x,314723,Low,Low,Low,Low,Yellow,4,1
KELT-1516j,308273,Medium,Low,High,Low,Blue,6,1
HR 5691a,328351,Low,High,Medium,Low,Yellow,2,1
K2-5765p,301598,Medium,Low,Low,High,Yellow,3,1
K2-8776e,303380,Medium,Low,Low,Low,Red,6,1
