Weight,Front Claws,Pupillary Distance,Hair Color,Ear Shape,Length,Grizzly
490,2.1,17.8,Black,Broad,8.9,Yes
301,5.4,9.1,Light Brown,Broad,6.2,No
435,7.5,8.3,Black,Rounded,10.1,Yes
221,5.7,13.1,Black,Broad,9.3,Yes
335,9.1,18,Black,Broad,11.8,Yes
410,6.1,15.3,Cinnamon,Rounded,9.6,Yes
336,4,11.2,Light Brown,Broad,9.8,No
348,4.4,7.2,Dark Brown,Rounded,8,No
484,2.1,17.2,White,Rounded,11.7,Yes
252,5,12.2,Light Brown,Broad,6.4,No
265,2.7,13.8,Dark Brown,Pointed,11.6,No
448,8.2,14.1,White,Broad,10,Yes
330,7,11.8,Dark Brown,Pointed,8.5,No
204,2.2,11.6,Light Brown,Pointed,6,No
331,1.1,12.7,Dark Brown,Broad,5.1,No
436,5.9,12.4,White,Broad,12,Yes
335,6.1,15.7,Black,Broad,6.5,Yes
382,7.8,12.4,Cinnamon,Broad,11.4,Yes
422,4.4,7.3,Cinnamon,Rounded,6.5,Yes
339,2.7,10.9,Light Brown,Rounded,8.3,No
314,2.6,15.3,Light Brown,Broad,6.6,No
374,3.5,7.1,White,Pointed,9.9,No
252,3.6,8.4,Blond,Pointed,11.7,No
330,2.7,7.9,Dark Brown,Pointed,9.3,No
302,2.4,15.1,Dark Brown,Rounded,6.8,No
321,2.2,9.9,Cinnamon,Pointed,9.8,No
268,3.2,17.7,Blond,Broad,7.5,No
474,7.1,13.3,White,Rounded,9.9,Yes
498,4.6,18,Cinnamon,Broad,8.6,Yes
338,3.4,7.4,Light Brown,Pointed,9.7,No
394,7.3,11.9,Dark Brown,Pointed,9.7,No
400,5.5,13.4,Blond,Broad,9.2,Yes
255,5.1,8.8,Light Brown,Pointed,8.1,No
415,1.4,7.3,Blond,Broad,8.9,No
291,4.6,12.5,Light Brown,Pointed,11.7,No
430,5.4,11.7,Blond,Rounded,9,Yes
364,1.8,17,White,Rounded,9.5,Yes
467,4.2,16.4,White,Broad,8.7,Yes
264,1,10.5,Cinnamon,Broad,7.2,No
320,8.6,16.3,White,Rounded,10.5,Yes
386,5.6,14,Light Brown,Rounded,12,Yes
337,7.4,16.2,Cinnamon,Pointed,9.8,Yes
259,9.8,13.5,Black,Rounded,10.2,Yes
328,7.6,12.3,Light Brown,Pointed,6.5,No
455,7.1,11.6,Cinnamon,Broad,9.6,Yes
346,6.4,15.5,Black,Rounded,7.6,Yes
309,5.1,9.6,Light Brown,Pointed,10.8,No
384,3.6,16.9,Light Brown,Pointed,6.6,No
212,7.4,16.4,Cinnamon,Broad,9.4,Yes
261,5.5,9.8,Dark Brown,Broad,7.2,No
370,6.2,8.9,White,Broad,7.9,Yes
309,3.5,9.8,Light Brown,Rounded,7.8,No
350,5.7,13.3,White,Rounded,8.4,Yes
233,4.7,7.5,Blond,Pointed,11.7,No
354,4.9,17.9,White,Broad,5,Yes
291,8.3,15.8,Light Brown,Pointed,10.7,No
414,8.7,12.2,White,Pointed,8,Yes
429,7,12.5,Cinnamon,Broad,8.4,Yes
239,5.1,12.7,Blond,Broad,8.4,No
300,5.4,12.6,Cinnamon,Rounded,9.9,Yes
412,6.4,15.5,Cinnamon,Broad,10.3,Yes
369,8.7,12.8,Blond,Broad,10.6,Yes
493,4.6,7.4,Blond,Pointed,8.6,No
221,4.8,7.8,Black,Pointed,9.8,No
281,4.5,8.3,Blond,Pointed,10.7,No
311,4.5,7.8,Light Brown,Broad,9.1,No
338,8.9,13.6,Cinnamon,Pointed,9.4,Yes
260,3.4,7.8,Light Brown,Pointed,11.9,No
337,7.4,7.4,Black,Rounded,8.6,Yes
288,1,7,Blond,Pointed,11.3,No
488,5,16.4,White,Broad,9.3,Yes
300,4.2,10.8,Light Brown,Broad,6.6,No
348,1.2,8.5,Dark Brown,Pointed,5,No
333,9.8,16.9,Cinnamon,Rounded,8.1,Yes
321,9.8,8.5,Black,Broad,6.2,Yes
344,2.5,7,Dark Brown,Rounded,10.9,No
223,2.8,16.6,Black,Broad,8.9,Yes
342,6.6,14.3,White,Broad,8.7,Yes
497,7,12.7,White,Broad,11,Yes
375,6.4,13.3,White,Broad,10,Yes
307,3.1,9,Blond,Pointed,5.3,No
256,5.8,17.3,Black,Rounded,8.1,Yes
212,1.7,7.4,Blond,Pointed,8,No
374,4.2,12.6,Black,Rounded,11.8,Yes
340,6.1,12,Light Brown,Broad,6.4,No
253,4.5,15.8,White,Rounded,8.8,Yes
316,4.6,12.9,Dark Brown,Pointed,5.7,No
296,3.8,14.6,Dark Brown,Pointed,9.3,No
397,4.6,17.7,Dark Brown,Broad,8.2,Yes
223,1.6,12.4,Light Brown,Broad,8.3,No
321,5.7,15.8,White,Rounded,11.2,Yes
346,8.3,14.1,White,Rounded,11.9,Yes
437,4.6,8.6,Black,Broad,11.7,Yes
255,3.3,11.5,Dark Brown,Pointed,5.9,No
474,5.3,11.7,Cinnamon,Rounded,9.7,Yes
276,4,11.6,Dark Brown,Broad,5.8,No
248,1.8,17.8,Light Brown,Pointed,5.1,No
239,8.8,16.1,Blond,Rounded,8.4,No
221,1.3,7.2,Light Brown,Pointed,8.1,No
224,10,16.2,Cinnamon,Broad,9.4,Yes
210,2.3,7,Dark Brown,Pointed,9.9,No
257,4.7,13.5,White,Broad,6.2,No
285,1.3,10.3,Blond,Pointed,8,No
270,1.9,15.9,Blond,Pointed,10.2,No
481,8.3,13.1,Cinnamon,Rounded,8.4,Yes
484,5.1,11.1,Black,Broad,5.8,Yes
214,10,7.9,Cinnamon,Rounded,7.4,Yes
399,1.7,8.3,Dark Brown,Pointed,8.6,No
349,9.4,13.9,Blond,Rounded,11.4,Yes
314,8.2,12.9,Cinnamon,Rounded,9.7,Yes
308,3.7,12.6,Blond,Broad,9.1,Yes
346,2.5,8.5,Dark Brown,Pointed,9.9,No
384,4.7,12.9,Black,Rounded,9.4,Yes
416,5.7,13.5,Black,Rounded,9,Yes
489,3.2,13.4,Light Brown,Broad,9.8,No
415,8.4,14.8,Cinnamon,Rounded,10.6,Yes
307,2.9,11,Blond,Broad,8.2,No
332,4.1,9.3,Dark Brown,Pointed,8.8,No
205,6.7,7.3,Light Brown,Pointed,7.2,No
377,6.4,13.6,Cinnamon,Broad,11.4,Yes
389,4.5,16.9,Black,Broad,5.1,Yes
204,6.3,11.6,Blond,Broad,9.9,No
345,4.2,15.5,White,Broad,10.4,Yes
268,5.2,9.2,Blond,Pointed,9.3,No
208,2.6,9.8,Dark Brown,Broad,11,No
341,9.5,15,White,Rounded,8.7,Yes
224,3.8,11.6,Blond,Pointed,6.8,No
371,9.2,12.3,White,Rounded,9.9,Yes
392,5.7,12.3,Cinnamon,Rounded,8.6,Yes
240,4.5,8.6,Cinnamon,Broad,5.8,No
244,2.4,10.1,Dark Brown,Pointed,7.7,No
318,2.2,15.4,White,Rounded,10.6,Yes
428,4.6,15.6,Black,Broad,9.3,Yes
375,1.1,10.6,Dark Brown,Pointed,9.4,No
280,5.5,11.3,Light Brown,Pointed,6.8,No
291,4.3,9.5,Light Brown,Pointed,5,No
390,8.1,10.2,Black,Broad,9.3,Yes
307,9.3,15.2,Black,Rounded,9.8,Yes
461,3.5,16.8,Black,Broad,8.5,Yes
371,5.1,16.1,Cinnamon,Broad,8.8,Yes
251,4.9,17.4,Dark Brown,Pointed,8.7,No
319,4.3,11.4,Light Brown,Broad,6.5,No
330,1.7,14.1,White,Rounded,5,Yes
423,7,11.7,White,Rounded,8.3,Yes
434,9.9,16.2,Black,Broad,8.6,Yes
466,8.2,7.2,Cinnamon,Rounded,9.8,Yes
337,3.4,12,Dark Brown,Broad,7.8,No
264,4.2,12.8,Dark Brown,Broad,9.2,No
373,7.2,11.9,Cinnamon,Broad,10.8,Yes
287,7.1,11.2,Dark Brown,Broad,7.2,No
410,6.3,11.3,Black,Broad,7.3,Yes
308,4.3,9.8,Light Brown,Pointed,11.7,No
393,4.2,14,Black,Broad,10.6,Yes
273,2.6,10.9,Dark Brown,Broad,7.6,No
366,6.1,17.4,Cinnamon,Broad,9.7,Yes
313,2.5,17,Dark Brown,Pointed,7.4,No
265,2.7,12.1,Blond,Broad,7.4,No
214,4.9,13,Blond,Pointed,9.5,No
462,6.5,17.5,Black,Broad,8.5,Yes
308,2.1,13.2,Blond,Broad,8.1,No
273,3.4,10.9,Dark Brown,Broad,7.6,No
366,1.4,10,Cinnamon,Rounded,10.2,Yes
236,4.9,9.4,White,Broad,7.4,No
201,5.2,8.3,Light Brown,Pointed,6.3,No
343,9.1,17.7,Cinnamon,Rounded,5.8,Yes
286,4.8,11.4,Dark Brown,Broad,8.1,No
472,5.9,17.2,Black,Rounded,10,Yes
298,2.3,12.8,White,Broad,6.7,No
441,7.8,16.8,Blond,Pointed,9.7,Yes
326,2,7.2,Light Brown,Pointed,5.7,No
372,9.3,12.2,Light Brown,Broad,10.4,Yes
407,9.9,12.1,Black,Broad,8.6,Yes
284,1.4,11.6,Light Brown,Broad,5.6,No
225,2.7,11.1,Dark Brown,Broad,7.7,No
265,9.9,11.6,Cinnamon,Broad,6.4,Yes
221,1.7,13.5,Black,Rounded,5.9,Yes
335,9.4,11.2,Dark Brown,Broad,9.7,Yes
346,4.4,8.3,Black,Broad,7,No
357,6.5,11.5,Black,Rounded,7,Yes
378,8.4,12.3,White,Rounded,10.9,Yes
404,10,10.6,Cinnamon,Rounded,10.8,Yes
321,1.1,11.2,Dark Brown,Broad,8.3,No
296,5.7,12.1,Dark Brown,Pointed,8.4,No
439,5.6,16.9,White,Broad,11.8,Yes
445,8.5,14.9,Black,Broad,5.3,Yes
336,4.3,11.5,Light Brown,Broad,5,No
228,6.9,11.8,White,Broad,10.5,No
237,5.4,16.3,Dark Brown,Pointed,9.1,No
326,5,11.9,Dark Brown,Broad,9.9,No
379,4.2,7.9,Black,Broad,8.4,Yes
433,8.3,7.6,Blond,Broad,8,Yes
403,8.2,9.7,Cinnamon,Rounded,11.1,Yes
308,5.1,7.2,Black,Broad,6.6,No
395,3,12.8,Blond,Broad,7.3,No
382,6.7,13.5,White,Broad,5.5,Yes
274,4.2,12.3,Dark Brown,Pointed,7.6,No
395,4.9,15.8,Cinnamon,Rounded,9.8,Yes
272,2.3,7.7,Black,Pointed,7.2,No
218,5.8,12.8,White,Rounded,10.7,Yes
438,6.6,11.3,Black,Pointed,11.7,Yes
261,1.4,11.4,Light Brown,Pointed,9.1,No
306,5.3,11.3,Blond,Broad,7.5,No
342,6.1,16.9,Cinnamon,Broad,10.8,Yes
427,6.2,14.3,White,Rounded,10.1,Yes
411,8.2,11.5,Cinnamon,Broad,7.9,Yes
473,1.4,16.4,White,Rounded,11.9,Yes
254,4.9,9.3,Blond,Pointed,6.4,No
246,5.3,12.9,Blond,Broad,5.2,No
351,7.4,17.5,Black,Rounded,9.2,Yes
243,4.2,12.1,Light Brown,Broad,7.6,No
448,5.3,17.2,Black,Rounded,8,Yes
256,5.2,11.2,Light Brown,Pointed,9,No
479,5.3,15.6,Black,Rounded,11.2,Yes
384,5.7,13.5,Black,Rounded,7.5,Yes
215,6.2,12.7,Black,Broad,5.7,No
285,1.9,11.7,Light Brown,Broad,5.4,No
201,7.2,16.3,Cinnamon,Broad,8.5,Yes
492,6.7,12.8,Black,Broad,11.2,Yes
210,3.2,9.9,Blond,Pointed,5,No
432,5.2,16,Cinnamon,Broad,11.5,Yes
213,2.4,12.2,Black,Pointed,6,No
300,4.5,12.7,Black,Rounded,11.7,Yes
276,1.2,11.7,Light Brown,Pointed,6.7,No
458,7.7,16.4,Cinnamon,Rounded,9,Yes
473,8.7,12.6,Black,Rounded,10.2,Yes
319,4.6,12.1,Blond,Broad,8.7,No
446,9.6,14.2,Blond,Broad,11.5,Yes
371,10,10.8,White,Broad,5.2,Yes
209,8.5,8.9,White,Broad,9.8,Yes
311,6.5,14.6,Light Brown,Broad,5,Yes
336,4.5,16.8,Blond,Broad,6.3,No
261,1.9,13.4,White,Broad,9.3,Yes
343,4.1,10.2,White,Broad,8,Yes
369,9,12.7,White,Rounded,10.4,Yes
486,6.8,11.3,White,Pointed,9.3,Yes
335,6.1,14.2,Black,Broad,9.7,Yes
265,4.9,11.4,Dark Brown,Broad,7,No
324,9.7,17.6,Cinnamon,Broad,12,Yes
345,4.9,17.6,Blond,Broad,11.8,Yes
318,5.8,11,Cinnamon,Rounded,11.6,Yes
376,4.2,11.2,White,Broad,5.5,Yes
394,7.5,11.9,Black,Rounded,10.6,Yes
406,1.3,11.6,Cinnamon,Pointed,5.7,Yes
236,5.1,10.9,Blond,Rounded,8.2,No
289,3,11.8,White,Pointed,8.4,No
347,9.5,10.8,Dark Brown,Broad,6.1,No
273,2.5,16.7,Light Brown,Pointed,5.8,No
267,4.1,17.3,Light Brown,Broad,5.9,No
417,4.8,15.5,White,Rounded,10.9,Yes
310,3.7,12.1,Light Brown,Broad,8.8,No
208,4.7,11,Dark Brown,Rounded,8.6,No
357,9.8,12.7,Black,Rounded,8,Yes
215,1.2,9.6,Black,Pointed,6,No
256,4.8,13.6,Cinnamon,Pointed,10.4,Yes
322,5.4,12,Blond,Rounded,5.3,No
336,8.5,14.6,Cinnamon,Rounded,9,Yes
360,8,17.1,Black,Rounded,8.9,Yes
251,5.2,12.3,Blond,Pointed,5.6,No
254,5.2,7.8,Blond,Pointed,7.1,No
392,5.2,12.9,White,Rounded,10.5,Yes
469,6.8,17.2,White,Broad,8,Yes
299,4.9,11.2,Blond,Pointed,10.5,No
301,9.7,12.8,White,Pointed,8.9,Yes
213,8.6,7.9,Black,Broad,11.7,Yes
214,6.3,9.3,Dark Brown,Pointed,8.4,No
308,4.9,8.9,Dark Brown,Broad,5.9,No
443,4,11.5,Cinnamon,Rounded,9.9,Yes
216,1.4,11.1,Blond,Pointed,11.2,No
233,6.7,8.3,Dark Brown,Pointed,7.2,No
368,8.3,12.1,Cinnamon,Pointed,11.2,Yes
208,1,16.8,Dark Brown,Broad,8.8,No
337,5.4,14.1,Cinnamon,Broad,11.7,Yes
329,1.1,11.7,Dark Brown,Pointed,9.8,No
401,4.6,15.9,Black,Rounded,10.3,Yes
461,5.3,13.7,Cinnamon,Rounded,9.8,Yes
282,2.6,11.6,Dark Brown,Broad,5.2,No
469,1.1,17.2,White,Rounded,9.8,Yes
460,8,13.5,White,Broad,11.6,Yes
320,5,14.1,Black,Rounded,11.8,Yes
320,7.8,10.9,Blond,Broad,8.7,No
301,1.1,10.2,Blond,Pointed,6.4,No
480,6.3,11.5,Cinnamon,Rounded,8.7,Yes
431,7.6,17.2,White,Broad,9.7,Yes
481,4.5,9,Light Brown,Pointed,7.1,No
226,1.7,7,Blond,Rounded,5.7,No
201,1,12.3,Dark Brown,Pointed,8,No
302,2.9,9.4,Light Brown,Broad,11.9,No
471,6.9,9.2,White,Broad,8.9,Yes
314,3.8,9.4,Light Brown,Pointed,6.7,No
291,8.6,7.1,Dark Brown,Pointed,6.7,No
409,6,15.4,Black,Broad,11,Yes
351,5.4,8.4,Light Brown,Broad,5.7,No
332,6.7,12.5,Black,Rounded,6.6,Yes
288,10,9.5,Light Brown,Rounded,10.5,No
231,1.3,11.6,Light Brown,Broad,8.9,No
456,8,14.9,Black,Broad,9.8,Yes
314,9.2,11.3,Dark Brown,Pointed,8.3,No
340,7.3,14.9,Black,Broad,11.4,Yes
294,1.7,10.5,Dark Brown,Pointed,10.7,No
253,9.2,13.6,Blond,Broad,9.4,No
399,9.9,16.7,Black,Broad,6.6,Yes
333,4,12.5,White,Broad,5.2,Yes
345,8.6,8.9,Blond,Pointed,8.1,No
359,4,17.8,Cinnamon,Pointed,9.7,Yes
359,7.1,13.7,Dark Brown,Broad,9,Yes
353,8,17.7,Light Brown,Broad,7,Yes
223,3.1,7.2,Blond,Broad,9.1,No
231,4,11.9,Blond,Broad,7.1,No
386,9.6,9.9,Cinnamon,Rounded,8.2,Yes
424,6.9,13.9,Blond,Rounded,11.2,Yes
225,3.3,12.9,Light Brown,Pointed,9.5,No
221,5.3,12,Light Brown,Pointed,6.3,No
205,8.7,11.9,Blond,Pointed,5.2,No
271,4.7,8.5,Dark Brown,Pointed,6.9,No
353,4,11.8,White,Rounded,6.1,Yes
447,7.4,17.7,White,Rounded,9.9,Yes
314,4,12.4,Dark Brown,Broad,7.7,No
488,9.3,14,Black,Broad,10,Yes
205,9,12.3,Dark Brown,Broad,6,No
209,2.7,13.4,Blond,Pointed,8.3,No
212,1.2,8.7,White,Broad,5.9,No
261,3.7,11.4,Blond,Broad,5.7,No
335,7,15.3,Cinnamon,Rounded,11.5,Yes
358,9.1,12,White,Pointed,9.1,Yes
470,3.4,13.5,Cinnamon,Rounded,5.7,Yes
344,1.1,10.5,Blond,Pointed,5.3,No
467,5.1,17.3,Black,Broad,9.4,Yes
270,7.7,16.7,White,Broad,9.4,Yes
314,8.3,12.9,White,Broad,10.1,Yes
376,9.5,14.2,Cinnamon,Broad,9,Yes
430,6.8,12.2,White,Broad,8.2,Yes
307,5.1,11.2,Light Brown,Rounded,5.6,No
413,3.8,14.1,White,Rounded,7.9,Yes
209,7.4,13,Dark Brown,Pointed,6.3,No
357,7.6,14.9,Cinnamon,Broad,8.3,Yes
392,9.2,16.7,White,Rounded,9.1,Yes
380,5.7,11.7,Cinnamon,Pointed,11.3,Yes
478,5.8,15.4,White,Rounded,12,Yes
343,2.6,14.1,Dark Brown,Broad,9.5,No
484,9.9,8.2,Black,Rounded,8.5,Yes
307,7.8,7.1,Light Brown,Broad,9.8,Yes
488,4.2,15.6,Black,Rounded,11.5,Yes
362,5.6,11.4,Black,Broad,9.2,Yes
331,2.4,7.9,Dark Brown,Broad,5.4,No
385,5.1,12.7,Cinnamon,Pointed,8.7,Yes
270,3.6,14.3,Blond,Pointed,8.5,No
339,6.1,12.7,White,Broad,11.9,Yes
242,5.4,14.3,Blond,Pointed,9.2,No
403,3.4,11.6,Light Brown,Pointed,8.5,No
221,2,10,Black,Rounded,9.4,No
407,2.7,12.6,White,Rounded,10.8,Yes
389,4.3,15.4,Black,Rounded,5.9,Yes
331,8.9,9.9,Light Brown,Broad,10.7,No
428,4.3,13.9,Blond,Rounded,6.1,No
242,4.5,12.9,Dark Brown,Broad,5.5,No
408,5,12.7,Black,Broad,10.1,Yes
428,7.6,16.7,White,Broad,11.1,Yes
201,5.6,12.1,Light Brown,Rounded,10.6,Yes
335,4.8,11.3,Black,Rounded,11.8,Yes
333,5.3,14.5,Cinnamon,Rounded,9.4,Yes
365,5,12.7,Dark Brown,Broad,10.8,No
299,1.9,8.6,Light Brown,Broad,7.4,No
404,7.2,17.4,Cinnamon,Broad,9.8,Yes
259,1.2,12.1,Dark Brown,Broad,7.6,No
254,1.7,11,Light Brown,Pointed,6.8,No
307,3.3,12.1,Black,Broad,8.5,Yes
340,1,12.2,Blond,Broad,7.3,No
435,3.7,12.4,Light Brown,Broad,6.1,No
341,5,16.1,Dark Brown,Pointed,7.8,No
439,6.2,13.8,White,Rounded,9.2,Yes
401,8.5,14.7,White,Rounded,10.3,Yes
240,9.2,14.1,Cinnamon,Rounded,9.3,Yes
302,4.5,12.2,Light Brown,Broad,11.2,No
