Weight,Front Claws,Pupillary Distance,Hair Color,Ear Shape,Length
209,4.6,7.1,White,Pointed,9.1
426,4.4,16.1,White,Broad,9.6
322,7.2,13,Black,Broad,11
335,2.2,11.9,Dark Brown,Rounded,9.9
300,6.9,13.5,Light Brown,Broad,8.4
449,4.5,14.4,Black,Pointed,8.1
345,9.8,13.7,Blond,Pointed,6.3
320,4.2,8.9,Cinnamon,Broad,8.8
310,8.7,17.2,Black,Broad,9.9
363,10,13.4,Black,Rounded,8.3
450,1.2,8.5,Cinnamon,Broad,9.1
324,1,17.2,Light Brown,Rounded,9.6
488,7,15.5,,Broad,8.8
235,,11.4,Blond,Broad,9.6
374,7,11.5,Dark Brown,Broad,9.9
323,8.5,17.1,Light Brown,Broad,9
443,1.9,7.7,Black,Rounded,5.9
314,8.4,16.8,Light Brown,Broad,7.5
309,4,16.2,Light Brown,Pointed,8.8
462,1.7,15.8,Blond,Pointed,9.7
315,6.4,10.2,Cinnamon,Pointed,5.9
385,6.4,15.2,Light Brown,Broad,10.2
353,7.3,13.5,,Rounded,5
377,7.5,15.6,Cinnamon,Pointed,11.9
323,5.4,11.5,Black,Pointed,8.4
332,3.6,11.2,Black,Broad,6.3
398,1.5,13.7,Light Brown,Pointed,5.4
310,1,10.2,Cinnamon,Pointed,8.6
465,3.8,7.8,Black,Broad,9.8
205,4.5,17.7,Dark Brown,Rounded,9.9
311,1.5,9.7,Cinnamon,Pointed,6
381,4.5,16.5,Blond,Broad,7.1
285,9.3,15.8,Blond,Broad,7.6
238,5.5,9.3,Black,Rounded,5.5
233,7.3,12.8,Black,Broad,11.5
362,5.1,17.4,Light Brown,Rounded,8.4
452,5,8.1,Dark Brown,Rounded,11.7
387,8.8,15.4,Light Brown,Broad,7.9
354,5.8,11.8,Blond,Pointed,8.2
311,5.6,12.2,Dark Brown,Rounded,5.6
375,2.3,10.4,Black,Broad,9.2
237,5.7,11.7,,Pointed,9.6
466,3.1,11.3,Cinnamon,Pointed,7.2
362,1.4,12.7,Black,Rounded,5.5
288,1.2,8.1,Black,Rounded,8.4
211,3.5,7.6,Light Brown,Broad,11.4
367,7.6,11.1,Dark Brown,Rounded,6.2
387,5.3,16.1,,Rounded,9.3
284,4.5,12,Blond,Broad,12
417,6.1,9.7,Cinnamon,Rounded,8.7
416,3.9,17.6,Blond,Pointed,10.5
398,2.3,12.2,White,Broad,7.1
368,3.1,10.2,Black,Pointed,8.7
368,5.3,11.8,Light Brown,Rounded,5.4
499,7.1,10.9,White,Pointed,6.1
252,8.6,17.7,Cinnamon,Broad,8.8
228,4.7,7.5,Light Brown,Broad,5.7
395,4.6,7.7,Light Brown,Pointed,7.3
212,3.5,10.9,White,Broad,9.9
438,4.9,8.2,Black,Pointed,10
386,4.5,9,Light Brown,Broad,11
207,6.6,17.9,Dark Brown,Rounded,7.8
473,6.8,7.7,Cinnamon,Pointed,9.2
231,1.1,17,Light Brown,Broad,6.9
421,4.4,12.9,White,Pointed,8.6
323,5.3,11.9,Blond,Broad,7.6
407,4.4,11.3,Blond,Broad,8.5
400,2.3,12.9,Dark Brown,Pointed,11.3
455,5.1,10.4,Black,Rounded,9.2
255,,12.3,Dark Brown,Pointed,9.7
456,6.7,11.6,Light Brown,Rounded,5.1
413,1.2,11.6,Cinnamon,Pointed,6.1
250,7,11.4,Light Brown,Rounded,10
406,2.9,8.6,White,Pointed,5.6
417,9.9,10.1,White,Broad,9.7
361,9.1,14.6,Dark Brown,Rounded,5.5
310,2.2,12.4,Black,Broad,11.1
326,6.2,17,Light Brown,Broad,5.9
440,1.8,9.4,Dark Brown,Broad,7.1
392,1,17.2,Light Brown,Broad,7.5
220,7.5,13.7,Dark Brown,Rounded,8.2
371,8.9,13.8,Blond,Rounded,8
268,3.9,14,Blond,Rounded,5.1
308,10,14.9,Dark Brown,Rounded,6.5
251,9.7,15,Dark Brown,Rounded,6.4
352,6,10.6,Black,Broad,10.2
310,7.1,8.2,Blond,Pointed,11.7
402,3.9,8.6,Cinnamon,Rounded,8.4
300,4.8,17.5,Light Brown,Pointed,8.3
340,4.8,11.2,Black,Pointed,8.4
432,6.5,17.6,,Broad,9.5
374,3.6,9.7,Black,Pointed,11.3
368,,9.7,Light Brown,Broad,5.8
366,1.4,9.6,Cinnamon,Broad,9.5
204,1.7,10.9,White,Rounded,11.4
230,1.7,8.8,White,Pointed,10
374,5.1,12.1,Black,Broad,11.6
314,2.8,10.9,Blond,Pointed,8.2
486,7.6,17,Dark Brown,Rounded,8.9
397,3.2,16,Dark Brown,Rounded,11.7
229,2.2,11.6,,Rounded,5.6
429,3.6,11.7,White,Pointed,9.4
312,9.5,15.7,Blond,Rounded,6
350,1,11.2,Cinnamon,Broad,9.6
341,2.2,8.1,Black,Pointed,8.8
370,4.8,11.9,Dark Brown,Rounded,7.4
388,2.5,11.1,Cinnamon,Broad,11.5
375,2.2,16.4,White,Pointed,11.4
309,4.3,14.6,Light Brown,Rounded,8.8
496,5.8,11.5,Cinnamon,Pointed,7.3
330,1.4,15.4,Light Brown,Rounded,7.1
464,1.5,7.3,White,Broad,9.8
481,4.2,7.3,Cinnamon,Pointed,11
247,9,13.6,Light Brown,Rounded,12
332,8.9,12.1,Black,Broad,6.3
386,5.1,16.5,Blond,Rounded,9.1
455,2.7,11.5,Black,Broad,10.2
287,7.2,11.7,Light Brown,Rounded,8
318,4.1,10.4,Cinnamon,Pointed,10.1
331,4.3,13.3,,Broad,10
248,2.4,14.3,Blond,Broad,9.9
325,1.9,11.8,Blond,Rounded,7.4
294,7.2,9.1,,Rounded,8.2
396,5.3,13.1,Blond,Rounded,6.3
377,5.6,11.4,Black,Pointed,9.1
496,4.5,11.3,White,Pointed,10.3
324,1.2,9.2,Cinnamon,Pointed,11.5
217,4.8,12.5,Dark Brown,Rounded,9.8
376,1.3,9,White,Broad,8.5
490,9.3,14.8,Dark Brown,Rounded,7.4
359,3.1,10.7,White,Pointed,8.1
384,6.4,15.3,Light Brown,Rounded,7.9
422,3.6,10,Black,Pointed,10.8
316,2.7,12.3,Black,Broad,8.4
303,4.7,12,White,Broad,8.6
325,4.7,8.8,Black,Broad,11.2
296,5.2,12.9,Dark Brown,Broad,6.1
443,2,17.5,White,Pointed,9.6
325,7.4,9.6,Dark Brown,Rounded,9.3
410,9.2,11.9,Cinnamon,Pointed,8
243,4.2,15.1,Light Brown,Broad,9.6
454,7.9,16.9,Dark Brown,Rounded,10.2
204,5.7,14.1,,Rounded,10.8
253,4,16.5,Blond,Broad,8.3
428,4.8,8.1,Cinnamon,Broad,8
347,1.9,15.9,Cinnamon,Broad,6.1
304,8.8,12.9,Light Brown,Broad,9.3
246,3.4,11.5,Blond,Rounded,7
314,4.9,10.2,Cinnamon,Broad,8.6
219,5.2,12.8,Blond,Rounded,11.8
371,9,7.9,Dark Brown,Broad,6
231,4.1,8.1,,Broad,8.7
421,9.9,17.3,Blond,Rounded,5.9
325,4.1,8.5,Light Brown,Rounded,7.2
294,5.1,7.1,White,Broad,9.2
310,6.1,15.4,Dark Brown,Rounded,6.5
455,9.1,10.5,White,Pointed,10
236,2.7,9.4,White,Pointed,8.2
467,4.1,16.8,,Broad,5.1
312,6.1,13.7,Light Brown,Broad,5.8
423,2,7.3,White,Broad,8.9
339,6.6,12.5,,Broad,9.3
378,9.3,16.2,White,Broad,12
302,4.9,15.6,Light Brown,Rounded,7.5
213,3,9.3,Blond,Pointed,5.5
248,8.2,15.1,Dark Brown,Rounded,9.7
491,1.7,12.7,Black,Pointed,9.6
410,4.3,7.1,White,Pointed,8.9
387,9.6,8.7,Light Brown,Broad,12
266,1.9,11.2,Blond,Broad,9.9
464,5.4,12.1,Cinnamon,Pointed,11.9
205,7,8.2,Blond,Rounded,9.3
339,,16.1,Blond,Broad,5.7
439,4.1,7.1,White,Broad,11.1
432,1.9,12,Cinnamon,Pointed,11.1
252,6.9,12.3,Light Brown,Rounded,7.8
399,4.5,12.3,Blond,Rounded,5.6
254,2.4,11.7,White,Rounded,8.6
395,2.7,12.9,White,Rounded,10.4
394,7.7,12.3,Light Brown,Broad,9.7
271,6.4,12.2,Blond,Broad,8.6
390,1.8,10.6,White,Pointed,9.1
496,5.6,15.8,Light Brown,Broad,10
274,1.6,8.2,Cinnamon,Pointed,11.6
344,5.2,15.6,Blond,Rounded,6.5
314,1.9,17,Light Brown,Broad,11.9
369,9.3,14.1,Light Brown,Broad,5.2
360,4.1,10.1,Light Brown,Broad,9
429,2.4,10.9,Black,Broad,9.5
232,5,14.2,Blond,Rounded,11.1
207,6.3,14.2,,Rounded,9.6
344,5.4,18,Dark Brown,Rounded,8.3
351,3.2,11.6,Black,Broad,11.5
338,7,14,Blond,Rounded,7
409,1.1,11.3,White,Broad,9.2
417,4.2,14.1,Cinnamon,Pointed,10
221,5.2,12,Dark Brown,Broad,8.5
271,8.2,12.3,Light Brown,Rounded,9.5
362,2.9,7.9,White,Broad,11.9
480,2,8.1,Blond,Broad,8.5
384,5,15.3,Light Brown,Pointed,8
372,5.3,10.9,Light Brown,Broad,7.8
397,8.9,15.3,Dark Brown,Broad,6
458,9.3,12.6,Blond,Rounded,9.7
394,4.1,12,Light Brown,Broad,8
343,2.5,14,Black,Broad,8.3
498,5.3,8.5,Black,Broad,9.7
496,5.5,16.3,,Broad,10.1
251,4.6,9.4,Cinnamon,Broad,11.7
386,9,15.2,Light Brown,Broad,9.1
485,4,12.6,White,Broad,8.7
328,8.5,12.8,Blond,Rounded,7
307,4.8,11.4,Dark Brown,Broad,10.3
325,2.7,8.2,Black,Pointed,8.1
256,4.8,8.2,Dark Brown,Pointed,9.5
297,4.8,18,Dark Brown,Rounded,7.8
223,4.7,9.3,White,Pointed,6.8
303,3.1,11.1,Cinnamon,Broad,10.8
392,4.9,14.5,Dark Brown,Broad,5.4
205,4,12.9,Light Brown,Broad,6.9
216,5.2,10.4,Light Brown,Broad,11.9
420,3.1,12,Black,Pointed,9
380,4.1,12.8,Light Brown,Pointed,5.6
479,6.5,7.5,Blond,Rounded,9.1
329,4.7,11.5,Cinnamon,Broad,12
317,6.7,12.9,Cinnamon,Rounded,6.8
385,4.1,11.4,Black,Broad,5.5
399,4.6,12.2,Black,Broad,9.8
443,4.8,7.6,Cinnamon,Broad,9.9
482,9.6,17.5,Dark Brown,Broad,8.7
315,7.9,8.2,Light Brown,Broad,8.6
342,4,14.9,Blond,Rounded,9.1
328,8.3,7.9,Black,Pointed,11.7
235,,15.8,Dark Brown,Rounded,8
328,3.5,12.9,White,Pointed,8.8
480,4.2,10.6,Cinnamon,Pointed,8.5
446,9.2,7.4,Blond,Broad,9.4
307,4.5,10.1,Black,Broad,11.1
327,2.4,9.8,White,Pointed,10.4
313,5,12.2,Light Brown,Broad,8.6
262,9.8,16.3,Dark Brown,Pointed,7.3
374,5.9,16,Blond,Broad,5.7
211,9.4,11,White,Rounded,6.4
400,2.7,12.5,White,Pointed,11.3
351,5,11.9,Black,Broad,11.4
380,1.3,9.7,Cinnamon,Broad,10.1
288,1.2,13,Blond,Rounded,9.9
361,8.5,12.7,Light Brown,Pointed,5.2
308,7,12.4,Dark Brown,Pointed,10.5
231,1.6,11.4,Cinnamon,Pointed,8.9
488,5,8.9,White,Broad,11.8
418,4.8,8,Cinnamon,Broad,10.7
472,4.7,10,Black,Broad,10.7
370,,10.4,Blond,Pointed,9.8
339,5,8.9,Black,Broad,8.5
454,1.5,7.2,White,Broad,8.3
323,6.2,10.5,Dark Brown,Rounded,9.4
421,1.8,9.4,White,Broad,9.4
246,8.9,12.5,Blond,Broad,9
208,2.4,7,Black,Broad,8.8
498,2.2,9.6,Black,Broad,11
440,4.1,13,Black,Rounded,10.3
387,4.5,17.7,Blond,Rounded,6.5
331,4.6,12.6,Black,Broad,11.5
337,2.9,9.2,Cinnamon,Pointed,6.6
353,4.2,11.3,Dark Brown,Broad,8.3
247,3.1,12,White,Pointed,11.9
498,4.2,16.6,Light Brown,Rounded,8.5
353,6.9,11.1,Dark Brown,Rounded,6.6
254,9.2,16,Light Brown,Broad,8.9
363,7.1,9.2,Dark Brown,Rounded,8.4
337,4.4,7.9,Black,Rounded,8.1
317,2,10.6,White,Pointed,8
364,2,11.1,Black,Broad,9.6
369,7.8,8,Light Brown,Rounded,9
283,8.1,16.5,Blond,Broad,6.6
406,4.8,17.2,Black,Pointed,8.1
377,4.8,17.1,Blond,Broad,5.6
452,3.6,11.5,Black,Broad,9.1
345,2.5,12.2,Black,Broad,10.3
348,9.1,11.9,Blond,Rounded,11.1
389,4.8,11.7,Dark Brown,Rounded,8
243,4,11.9,Dark Brown,Broad,5.6
343,,9.8,Blond,Rounded,8.6
285,1,15.8,Dark Brown,Rounded,8.7
356,5.4,16.4,Dark Brown,Rounded,5.1
316,4.9,15.8,Dark Brown,Rounded,7.2
490,2.4,10.2,Blond,Pointed,10.6
463,1.1,9.6,Black,Pointed,9.4
365,3.4,10.8,Dark Brown,Pointed,11.1
279,1.9,12,Cinnamon,Pointed,6.2
267,7.2,11.9,Dark Brown,Pointed,8.5
259,9.6,13.7,Cinnamon,Broad,7.9
244,8.6,12.5,,Pointed,9
400,2.4,16.6,Dark Brown,Rounded,7.9
268,4.4,16,Light Brown,Rounded,9.1
431,8.7,12.2,Black,Pointed,5.1
296,7,16.3,Blond,Pointed,5.5
337,4.8,8.6,Cinnamon,Pointed,8.6
371,3.5,17.6,Dark Brown,Rounded,11.3
492,2.2,11.1,White,Pointed,9.5
402,2.6,11,Light Brown,Broad,11.6
394,6.8,16.3,Light Brown,Broad,9.6
439,1.2,13,Cinnamon,Broad,5.7
415,2.8,9.2,Cinnamon,Pointed,11.3
311,6.7,8.7,Light Brown,Rounded,8
341,8.4,9.2,,Broad,5.1
323,5.2,17.7,Dark Brown,Broad,8.4
218,9.2,13,Black,Pointed,6.1
347,7.7,12.9,Dark Brown,Rounded,8.6
323,2.8,16,White,Broad,8.7
283,9.3,11.9,Blond,Broad,7.4
366,3.7,10.1,White,Broad,10.2
333,5,10.3,Blond,Broad,8
272,6.2,15.3,Black,Rounded,5
266,3.2,13,Dark Brown,Pointed,7.2
350,3.7,12,Black,Broad,8
388,9.6,12.2,Light Brown,Rounded,10
361,8.6,8,Blond,Broad,5.2
475,4.1,7.7,Black,Pointed,5.6
392,,11.1,Dark Brown,Rounded,6
261,4.6,7,Cinnamon,Pointed,9.2
370,4.2,12.8,Cinnamon,Pointed,8
345,2.8,8.6,Black,Pointed,10
296,7.5,14.4,Dark Brown,Rounded,11.8
497,7.1,9.5,Cinnamon,Pointed,6.3
303,4.9,11,Blond,Broad,9.3
383,4.5,8.3,White,Pointed,8.6
331,5,9.7,Black,Pointed,11.8
434,5.2,13,Cinnamon,Pointed,8.5
237,,13.6,Dark Brown,Broad,10.8
394,4.5,8.2,White,Pointed,8.5
271,3.8,9.6,Dark Brown,Pointed,9.6
286,5.7,16.8,Blond,Rounded,7
297,9.8,16,Blond,Rounded,6.3
260,7.4,11.4,Dark Brown,Broad,7.4
483,2.6,8.2,Black,Pointed,11.8
411,1.7,8.4,Cinnamon,Broad,10.3
210,5.2,15.7,Light Brown,Broad,8.6
318,6.3,17.1,Blond,Rounded,8.3
240,7.9,13.3,Dark Brown,Broad,9.4
232,1.1,12.8,White,Pointed,11.6
312,7,8.4,White,Broad,10.6
393,2.8,15.7,Cinnamon,Broad,10.8
406,4.3,7,Black,Broad,10
485,4.5,14.7,Light Brown,Pointed,5.1
481,9.7,11.3,White,Rounded,8.8
315,4.9,15.9,Black,Pointed,9
266,7.5,11.2,Blond,Rounded,8.6
292,4.7,16.6,Light Brown,Broad,6.5
280,9.1,16,Blond,Broad,6.7
395,2.1,13.6,Light Brown,Broad,6.1
318,7.9,16.5,Blond,Rounded,5.6
406,5.3,16.7,Black,Broad,11.3
459,4.8,11.3,Dark Brown,Broad,8.2
294,8,12.6,Blond,Rounded,7.1
254,4.6,7.7,Blond,Rounded,7.3
274,8.9,16.2,Light Brown,Broad,9.6
427,3.4,12.6,Dark Brown,Broad,9.5
357,8.3,14.2,Light Brown,Broad,7.1
315,5.5,9.8,Light Brown,Rounded,8.2
375,3.3,15,,Rounded,7.6
338,4.6,7.9,Black,Broad,8.3
278,6.8,13.3,Blond,Broad,6.3
360,6.3,7.5,Black,Pointed,8
489,2.9,9.5,Black,Pointed,8.9
345,4.1,13,Light Brown,Broad,7
273,4.4,11.8,Blond,Rounded,5.2
254,2.7,12.4,Black,Broad,10
425,7.7,9.5,White,Broad,11.8
382,6.7,7.5,White,Pointed,8.5
339,7.6,12.1,Blond,Broad,6.5
210,1.1,8.8,Dark Brown,Broad,8.3
321,,12.8,Blond,Pointed,10.3
320,5.6,8.8,Blond,Broad,7.5
453,3.5,12.1,White,Broad,11.2
267,3.6,9.3,Cinnamon,Broad,10.9
391,6.9,16,Blond,Broad,5.9
232,,17,Light Brown,Rounded,7
269,6.6,15.9,,Rounded,9.3
266,9.6,11.1,Dark Brown,Broad,9
209,6.3,11.2,Cinnamon,Broad,5.9
451,4.6,11.3,Black,Broad,10.7
204,4.4,8.6,Black,Pointed,8.4
234,8.4,10.8,Dark Brown,Broad,5.5
435,5.4,12.5,Black,Broad,9.2
350,7.8,13.3,Light Brown,Rounded,6.7
285,7.9,7.7,,Rounded,8.8
313,8.7,12.6,Light Brown,Broad,9.5
346,4.4,15.3,Cinnamon,Pointed,6.8
401,5.5,9.9,White,Pointed,11.4
212,8,12.4,Blond,Rounded,10.2
327,9,16.1,,Broad,9.8
369,8.1,8.4,Blond,Broad,8
462,3.1,9.2,Cinnamon,Pointed,10.2
349,1.8,11,Cinnamon,Broad,8.9
499,3.4,7.9,Black,Broad,10.8
318,5.8,8.1,Black,Pointed,11.2
330,3.7,10.6,White,Broad,8.4
366,2.5,9.3,White,Pointed,11.7
428,2.4,9.8,Cinnamon,Broad,10
470,7.7,15.5,Light Brown,Rounded,9.3
382,9.7,10.4,Black,Broad,11.6
302,5.8,17.5,Blond,Rounded,8.9
361,4.4,16.9,Blond,Broad,5
272,5.1,14.8,Dark Brown,Rounded,8.7
410,8.8,8.6,Cinnamon,Broad,8.6
293,9.3,16.5,Blond,Rounded,7.7
343,2.4,9.7,Black,Broad,11.4
382,6.8,9.6,Blond,Broad,10
384,4.7,8.5,White,Pointed,11.8
346,8.9,16.8,Dark Brown,Broad,5.4
419,7,14.8,Dark Brown,Rounded,7.9
327,6.4,14.4,,Broad,6.1
393,6.6,15.2,Light Brown,Broad,10.5
366,4.8,16.7,Cinnamon,Rounded,10.6
309,2,12.7,Black,Pointed,10.2
320,2,11.7,Cinnamon,Broad,8.1
309,8.7,7.4,Blond,Broad,8.8
475,4.8,14.3,Blond,Broad,7.8
310,2.9,9.3,White,Pointed,9.3
486,3.8,8.2,Black,Rounded,10.2
326,4.2,9.5,Black,Broad,9.8
216,4.6,12.8,White,Pointed,11.3
342,8.6,14.3,Blond,Pointed,8
354,2.2,12.7,Black,Pointed,8.8
338,9.5,16.9,Light Brown,Broad,9.9
260,2.5,12.1,Cinnamon,Pointed,8.4
342,2.2,10.2,Light Brown,Rounded,10.5
373,4.5,8.2,White,Rounded,8.1
323,,11.4,Light Brown,Broad,7.7
380,,13.1,Blond,Broad,6
323,2.1,11.5,Light Brown,Rounded,8.1
419,3.1,10,White,Pointed,8.2
371,5.5,13,Light Brown,Rounded,9
217,5,9.6,Cinnamon,Pointed,8.7
302,1.7,8.2,Cinnamon,Broad,8.1
349,2.8,9,Dark Brown,Broad,8.3
382,9.9,7.5,White,Rounded,9.7
335,6,15.1,Light Brown,Rounded,11.1
349,4.3,11.3,,Rounded,5.8
259,2.5,11.3,White,Rounded,11.6
425,1.2,9.9,Cinnamon,Pointed,9.2
415,9.7,10.5,Black,Rounded,11
452,4.6,17.3,White,Pointed,8.1
375,4.5,9.8,Black,Pointed,10.4
341,7.2,9,Dark Brown,Rounded,7.2
323,7.4,12.7,Dark Brown,Broad,8.2
343,1.4,7.9,Black,Broad,7.2
461,1.9,10.4,White,Broad,9.2
242,9.1,16.8,Dark Brown,Broad,7.1
391,,11.3,Dark Brown,Rounded,9.5
278,4.6,11.1,Black,Broad,9.8
440,1.4,12.5,White,Pointed,10.4
375,3.1,11.5,White,Pointed,8.9
231,1.1,11.9,White,Pointed,8.1
211,4.4,11.4,Dark Brown,Broad,11
388,4.1,15.5,Dark Brown,Broad,6.8
316,8.8,8.2,Cinnamon,Broad,9.1
206,6.9,8.4,Black,Pointed,9.4
353,8,12.8,Black,Broad,5.2
333,9.8,13.1,Dark Brown,Broad,8.7
378,5.1,16.9,Blond,Pointed,10
364,1.6,11.8,White,Pointed,11.9
392,6.3,11.4,White,Broad,8.9
228,,15,Light Brown,Broad,5.2
278,5.1,15.7,Dark Brown,Broad,6.9
487,4.2,8.5,Black,Broad,11.8
258,1,10.4,Black,Broad,9.2
279,9.7,17.9,Blond,Rounded,8
482,2.8,7,Black,Pointed,9.9
411,2.4,8.4,White,Broad,8.8
286,4.4,16.4,Dark Brown,Rounded,7.7
496,3.8,8.8,Cinnamon,Broad,11.5
214,4,11,White,Broad,9.8
389,4.1,13.2,Blond,Broad,8.9
306,9.2,16.1,Dark Brown,Rounded,8.1
327,8.5,10.1,,Rounded,10.6
363,4.4,14.6,,Rounded,6.4
322,5.2,17.6,Blond,Broad,10
218,8.5,14.1,Blond,Broad,6.1
456,6.4,17.4,Light Brown,Broad,6.3
354,4.4,14.3,Light Brown,Broad,5.9
298,3,10.1,White,Pointed,10
435,5.4,7.7,White,Pointed,9.4
313,9.5,17.2,White,Broad,6.3
331,4.2,8.4,Black,Broad,8.8
420,9.6,16,Light Brown,Broad,9.8
248,6.5,13.6,Blond,Broad,7.5
444,1.8,12,Cinnamon,Rounded,7.9
421,7.7,11.3,Cinnamon,Pointed,9.4
388,6.5,11.4,Light Brown,Broad,7.2
470,3.8,12.7,Cinnamon,Pointed,9.6
271,3.6,9.1,White,Rounded,8.6
371,4.3,9.5,Cinnamon,Broad,11.5
316,4.4,16.7,Dark Brown,Rounded,7.1
485,5.3,11.2,Cinnamon,Pointed,10.9
351,5.3,16.7,Cinnamon,Broad,5.3
427,2.5,15.4,Dark Brown,Rounded,8.9
303,4.8,17.8,Blond,Rounded,5
384,9,8.6,Blond,Broad,5
358,7.5,15.3,Blond,Broad,6.4
343,4.2,11.3,Cinnamon,Pointed,11.3
200,3.6,10.1,Black,Rounded,7.8
374,4,8.3,Cinnamon,Broad,11.3
300,7.4,14.7,Blond,Broad,10.9
381,6.6,17.9,Blond,Broad,6.7
417,3.2,11.7,Cinnamon,Pointed,10.3
484,2.2,13,Black,Pointed,11
481,2.4,8.8,Cinnamon,Broad,9.8
294,6.2,15.8,Light Brown,Broad,5.2
490,6.2,13.6,White,Pointed,10.5
257,7.4,12.9,Light Brown,Rounded,6.1
453,9.6,12.1,Cinnamon,Broad,9.2
398,6.3,17.2,Light Brown,Rounded,9.1
336,9.8,16.1,Cinnamon,Broad,9
429,3.6,7.8,Cinnamon,Pointed,9
392,7.1,14.5,Light Brown,Rounded,9.4
344,8.9,7.3,Cinnamon,Broad,11.2
239,8.3,11.8,,Broad,8.8
323,8.2,17.5,Cinnamon,Pointed,7.1
211,4.7,14.2,Dark Brown,Broad,5.6
256,6.1,12.9,Cinnamon,Rounded,8.9
311,5.6,12.6,Blond,Rounded,8.7
393,4.3,17.7,Light Brown,Rounded,9.4
263,8.4,7.8,Blond,Rounded,11.6
226,7.3,17.7,Dark Brown,Rounded,6.7
392,1.1,11.4,White,Broad,9.9
452,2,8.3,Cinnamon,Broad,8.8
335,3.4,12.8,Dark Brown,Broad,9
246,8.7,16.5,Blond,Broad,8.8
306,10,12.7,Cinnamon,Broad,10.5
263,9.3,18,Light Brown,Broad,7.1
396,5.4,13.4,White,Rounded,5.6
334,8.2,18,Light Brown,Rounded,6.7
232,,10.8,Blond,Pointed,10.7
231,5.1,15.7,Blond,Broad,5
397,8.3,12.5,,Broad,9.9
278,4.2,16.8,Dark Brown,Broad,9.9
389,9.3,8,Cinnamon,Pointed,9.7
248,1.2,14.8,Black,Rounded,9.2
390,2.7,11,Cinnamon,Broad,9
396,5.5,11.8,Blond,Broad,8
472,4.5,12.4,Dark Brown,Pointed,6.7
238,9.3,15.6,Blond,Rounded,5.5
342,5.1,15.6,Light Brown,Broad,7.2
356,9.4,7.5,Blond,Broad,7.8
394,3.8,11.1,Cinnamon,Pointed,9.1
364,7.2,15.1,Light Brown,Rounded,7.7
230,4.9,15.5,Light Brown,Rounded,5.3
493,1,12.1,Black,Broad,11.3
490,2.6,8.8,White,Broad,8.3
320,7.2,13.9,Blond,Rounded,6.6
456,1,12.2,Black,Pointed,8.3
231,4.6,17.6,Blond,Broad,7.5
330,8.2,17.9,Cinnamon,Rounded,8.2
485,4.4,9.9,Light Brown,Pointed,8.1
313,7,9.3,Light Brown,Broad,5.6
279,2.4,7.1,Black,Broad,10.8
431,5.2,12.7,White,Rounded,7.5
254,9.8,16.9,Light Brown,Rounded,7.1
264,6,8.6,Light Brown,Rounded,6.2
358,5.7,12.1,Light Brown,Rounded,9.4
322,4.7,17.1,Blond,Rounded,9
290,8,13.3,,Rounded,8.9
449,8.8,9.7,White,Pointed,7.3
447,1.2,8.3,White,Rounded,11.8
381,1.7,11.5,Black,Broad,10.4
236,7.4,16.6,Dark Brown,Broad,9.4
308,6.2,11.1,Dark Brown,Rounded,11.6
444,4.2,8.9,White,Pointed,8.8
457,5.3,17.8,Blond,Broad,6.5
338,1.5,7.3,Cinnamon,Pointed,8.6
312,1.5,13,Black,Pointed,8
338,2.2,8.9,Cinnamon,Broad,9.2
342,3.5,17.6,Cinnamon,Broad,11.8
277,3.3,11.2,Dark Brown,Rounded,8.3
317,2.3,10.4,Black,Broad,10.3
251,,12.3,Light Brown,Rounded,5
201,8.1,14.4,Blond,Broad,8.2
228,3.4,12.5,Light Brown,Rounded,7.4
472,5.8,11.4,Light Brown,Rounded,9.2
331,2.3,16.8,Light Brown,Rounded,9.3
281,9.4,8.6,White,Rounded,8.4
455,7.5,15.8,Black,Pointed,7.4
367,8,10.2,,Rounded,5.1
348,3.3,12.2,Light Brown,Rounded,7.9
363,1.3,17.8,Cinnamon,Pointed,8.6
412,2.2,8.7,Cinnamon,Broad,12
224,8.8,11.3,Blond,Rounded,8.3
339,8.4,15.2,Blond,Rounded,6.5
343,4.6,12.4,Black,Rounded,11.3
372,7.9,14.1,Dark Brown,Rounded,8.3
346,8.5,11,Dark Brown,Rounded,7.1
316,4.8,11.2,Dark Brown,Rounded,8.4
433,7.5,17.5,Black,Pointed,7.9
499,3.1,7.7,Cinnamon,Pointed,10.4
253,4.8,14.5,Dark Brown,Pointed,5.5
357,2.2,8.2,Cinnamon,Pointed,5.8
407,4.9,8.9,Black,Pointed,9.7
281,7,14.3,Light Brown,Rounded,9.2
393,8.9,14.8,Cinnamon,Rounded,5.9
372,3.3,10.2,Cinnamon,Pointed,9.8
318,1.9,9.7,White,Pointed,8.4
392,7.8,14.7,Blond,Broad,10
441,5.6,10.1,Cinnamon,Pointed,8.8
482,1.6,16,Dark Brown,Broad,9.8
326,4.8,12.3,Light Brown,Broad,9.4
221,5.3,11.8,Cinnamon,Broad,8.5
335,6,14.5,White,Rounded,7.6
277,6.8,17.2,White,Broad,9
338,1.1,12.3,Cinnamon,Rounded,11.4
230,1.1,8.5,,Broad,8.9
208,5,10,Dark Brown,Rounded,8.6
309,4.8,12.7,Light Brown,Broad,9.6
315,5,17,Light Brown,Broad,6.4
352,3.2,8.2,Black,Broad,11.5
357,5.1,15.2,Light Brown,Rounded,6.7
312,4.2,10.8,Black,Broad,8.1
422,4.8,12.8,White,Broad,8.5
317,2.4,11.8,Dark Brown,Broad,9.2
302,3.3,16.3,Light Brown,Broad,9.2
